uid,rank,pos_score,max_neg_score,n_train_items,item_popularity,is_cold,hit@5,hit@10,hit@20,ndcg@5,ndcg@10,ndcg@20,activity_segment,pop_bin
916,0,0.33412429690361023,0.3093909025192261,18,53,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q4 (popular)
917,0,0.30220717191696167,0.1434982419013977,3,4,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q1 (cold)
918,2,0.35112687945365906,0.3628431558609009,17,83,False,1,1,1,0.5,0.5,0.5,Warm (11-30),Q4 (popular)
919,0,0.44924676418304443,0.37886306643486023,14,2,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q1 (cold)
920,3,0.19946594536304474,0.2306898534297943,6,7,True,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Cold (≤10),Q2
921,2,0.3326992690563202,0.38584622740745544,56,56,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q4 (popular)
921,9,0.2950078845024109,0.5270714163780212,56,31,False,0,1,1,0.0,0.2890648263178879,0.2890648263178879,Active (31-100),Q4 (popular)
921,12,0.3008512854576111,0.4356533885002136,56,48,False,0,0,1,0.0,0.0,0.26264953503719357,Active (31-100),Q4 (popular)
921,49,0.20181775093078613,0.39236751198768616,56,4,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
921,1,0.4432096481323242,0.5683451294898987,56,5,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q1 (cold)
921,1,0.3682176470756531,0.3930049240589142,56,11,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q2
922,27,0.027444584295153618,0.30169981718063354,3,7,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
923,62,0.0036244280636310577,0.301192045211792,7,9,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
924,5,0.11978724598884583,0.19655384123325348,6,111,True,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Cold (≤10),Q4 (popular)
925,73,-0.046142540872097015,0.2952019274234772,3,16,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
926,19,0.08130815625190735,0.21685224771499634,4,154,True,0,0,1,0.0,0.0,0.227670248696953,Cold (≤10),Q4 (popular)
927,0,0.45376425981521606,0.07793167233467102,10,4,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q1 (cold)
928,36,0.14235186576843262,0.3630591630935669,40,6,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
928,1,0.3787965178489685,0.3919992446899414,40,17,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q3
928,5,0.28962936997413635,0.36314889788627625,40,29,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Active (31-100),Q3
928,54,0.12684564292430878,0.6256426572799683,40,39,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q4 (popular)
929,8,0.250967800617218,0.4133252501487732,17,12,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Warm (11-30),Q2
930,18,0.030967213213443756,0.1961764097213745,6,15,True,0,0,1,0.0,0.0,0.23137821315975915,Cold (≤10),Q3
931,57,-0.13264338672161102,0.0929928869009018,5,6,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
932,39,-0.017651986330747604,0.18358466029167175,5,51,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
933,30,0.18536385893821716,0.37997859716415405,16,26,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
934,17,0.060592323541641235,0.1891379952430725,7,19,True,0,0,1,0.0,0.0,0.23540891336663824,Cold (≤10),Q3
935,0,0.4055621027946472,0.4050028920173645,12,8,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q2
936,7,0.2833530008792877,0.37231212854385376,20,34,False,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Warm (11-30),Q4 (popular)
936,6,0.3152221143245697,0.4217049777507782,20,3,False,0,1,1,0.0,0.3333333333333333,0.3333333333333333,Warm (11-30),Q1 (cold)
937,56,-0.11425099521875381,0.2749505043029785,4,3,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
938,0,0.21489490568637848,0.210683673620224,8,15,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q3
939,71,-0.07580912113189697,0.3264903128147125,7,4,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
940,46,0.16020464897155762,0.364906907081604,15,11,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q2
941,2,0.25775253772735596,0.28742286562919617,6,15,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q3
942,72,0.10913735628128052,0.40913066267967224,33,14,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
942,3,0.33837780356407166,0.3622737228870392,33,11,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Active (31-100),Q2
942,55,0.1650150716304779,0.41319477558135986,33,12,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
942,63,0.13814368844032288,0.3648532032966614,33,4,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
943,30,0.03074266016483307,0.21045958995819092,9,11,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
944,13,0.049480829387903214,0.14773939549922943,6,6,True,0,0,1,0.0,0.0,0.2559580248098155,Cold (≤10),Q2
945,5,0.09215347468852997,0.3195847272872925,3,17,True,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Cold (≤10),Q3
946,62,-0.09722442924976349,0.21260665357112885,5,4,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
947,34,0.016072317957878113,0.30911344289779663,3,4,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
948,30,-0.0032540233805775642,0.2552907168865204,5,54,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
949,2,0.3541346788406372,0.4853992760181427,11,13,False,1,1,1,0.5,0.5,0.5,Warm (11-30),Q3
950,10,0.2532527446746826,0.39139747619628906,46,15,False,0,0,1,0.0,0.0,0.27894294565112987,Active (31-100),Q3
950,8,0.2745739221572876,0.3546717166900635,46,7,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Active (31-100),Q2
950,0,0.4591851234436035,0.39598292112350464,46,10,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q2
950,0,0.36800944805145264,0.3641487658023834,46,17,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
950,82,0.06377415359020233,0.42813563346862793,46,42,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q4 (popular)
951,2,0.17114001512527466,0.2609894871711731,3,282,True,1,1,1,0.5,0.5,0.5,Cold (≤10),Q4 (popular)
952,5,0.3255118727684021,0.44412723183631897,83,32,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Active (31-100),Q4 (popular)
952,15,0.2742830514907837,0.3852844834327698,83,21,False,0,0,1,0.0,0.0,0.24465054211822604,Active (31-100),Q3
952,16,0.271455317735672,0.44035661220550537,83,19,False,0,0,1,0.0,0.0,0.23981246656813146,Active (31-100),Q3
952,1,0.35828039050102234,0.38516780734062195,83,54,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q4 (popular)
952,2,0.3308933973312378,0.4161521792411804,83,24,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q3
952,68,0.15852966904640198,0.38072115182876587,83,5,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
952,67,0.15309058129787445,0.3939514756202698,83,2,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
952,12,0.2969138026237488,0.3968251347541809,83,21,False,0,0,1,0.0,0.0,0.26264953503719357,Active (31-100),Q3
952,16,0.27765533328056335,0.36282628774642944,83,41,False,0,0,1,0.0,0.0,0.23981246656813146,Active (31-100),Q4 (popular)
952,21,0.24818919599056244,0.3792956471443176,83,3,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
953,11,0.16554078459739685,0.3046075999736786,5,74,True,0,0,1,0.0,0.0,0.27023815442731974,Cold (≤10),Q4 (popular)
954,0,0.3006119728088379,0.25235873460769653,3,6,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q2
955,11,0.05683128163218498,0.1301785707473755,3,282,True,0,0,1,0.0,0.0,0.27023815442731974,Cold (≤10),Q4 (popular)
956,9,0.23884283006191254,0.3284536600112915,16,17,False,0,1,1,0.0,0.2890648263178879,0.2890648263178879,Warm (11-30),Q3
956,20,0.21492552757263184,0.39618924260139465,16,10,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q2
957,1,0.354269802570343,0.3567514419555664,121,31,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q4 (popular)
957,1,0.34375712275505066,0.3576478362083435,121,19,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Power (>100),Q3
957,53,0.17517775297164917,0.3965091407299042,121,4,False,0,0,0,0.0,0.0,0.0,Power (>100),Q1 (cold)
957,40,0.21567155420780182,0.4446831941604614,121,9,False,0,0,0,0.0,0.0,0.0,Power (>100),Q2
957,4,0.33619967103004456,0.4203723967075348,121,20,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Power (>100),Q3
957,9,0.31475725769996643,0.38473325967788696,121,73,False,0,1,1,0.0,0.2890648263178879,0.2890648263178879,Power (>100),Q4 (popular)
957,8,0.3159014582633972,0.428887277841568,121,26,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Power (>100),Q3
957,7,0.304344117641449,0.33693772554397583,121,14,False,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Power (>100),Q3
957,5,0.3418107032775879,0.3936448395252228,121,45,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Power (>100),Q4 (popular)
957,94,0.07584447413682938,0.34711572527885437,121,4,False,0,0,0,0.0,0.0,0.0,Power (>100),Q1 (cold)
957,51,0.19323992729187012,0.3747224807739258,121,151,False,0,0,0,0.0,0.0,0.0,Power (>100),Q4 (popular)
957,36,0.21171437203884125,0.4203723967075348,121,2,False,0,0,0,0.0,0.0,0.0,Power (>100),Q1 (cold)
957,0,0.4018296003341675,0.38937175273895264,121,13,False,1,1,1,1.0,1.0,1.0,Power (>100),Q3
957,6,0.3048345744609833,0.33693772554397583,121,23,False,0,1,1,0.0,0.3333333333333333,0.3333333333333333,Power (>100),Q3
958,65,-0.1073281317949295,0.10857373476028442,10,6,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
959,1,0.37917494773864746,0.5553986430168152,13,6,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Warm (11-30),Q2
960,8,0.25571125745773315,0.32972538471221924,11,3,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Warm (11-30),Q1 (cold)
961,8,0.32162779569625854,0.4287615418434143,65,20,False,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Active (31-100),Q3
961,0,0.4787517488002777,0.37618595361709595,65,3,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q1 (cold)
961,4,0.33656519651412964,0.37706494331359863,65,8,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Active (31-100),Q2
961,45,0.23301061987876892,0.38314497470855713,65,6,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
961,18,0.2931289076805115,0.4359317123889923,65,83,False,0,0,1,0.0,0.0,0.23137821315975915,Active (31-100),Q4 (popular)
961,10,0.31609591841697693,0.38115495443344116,65,6,False,0,0,1,0.0,0.0,0.27894294565112987,Active (31-100),Q2
961,5,0.31939005851745605,0.40961453318595886,65,2,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Active (31-100),Q1 (cold)
962,0,0.7113009691238403,0.33607158064842224,11,8,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q2
963,74,-0.13993003964424133,0.0859164148569107,3,25,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
964,6,0.06230812147259712,0.35883432626724243,5,10,True,0,1,1,0.0,0.3333333333333333,0.3333333333333333,Cold (≤10),Q2
965,54,-0.0023078294470906258,0.2689671516418457,7,12,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
966,49,-0.04248380661010742,0.2479710429906845,6,76,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
967,11,0.2373540997505188,0.319002628326416,62,10,False,0,0,1,0.0,0.0,0.27023815442731974,Active (31-100),Q2
967,0,0.4442651569843292,0.3200850486755371,62,35,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q4 (popular)
967,5,0.27068573236465454,0.4002781808376312,62,50,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Active (31-100),Q4 (popular)
967,47,0.17588961124420166,0.42172732949256897,62,4,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
967,43,0.16917340457439423,0.3284075856208801,62,4,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
967,1,0.317428857088089,0.32166242599487305,62,4,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q1 (cold)
967,0,0.6035233736038208,0.3161235451698303,62,7,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q2
968,2,0.3288000822067261,0.731636643409729,32,4,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q1 (cold)
968,22,0.22173736989498138,0.3115973174571991,32,4,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
968,37,0.21161310374736786,0.741493821144104,32,14,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
968,0,0.7545568346977234,0.3468221426010132,32,9,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q2
969,32,-0.006321605294942856,0.16893014311790466,4,32,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
970,0,0.4555303454399109,0.36017826199531555,14,3,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q1 (cold)
971,22,-0.02621515840291977,0.21600297093391418,3,78,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
972,6,0.08873683214187622,0.1969233751296997,9,4,True,0,1,1,0.0,0.3333333333333333,0.3333333333333333,Cold (≤10),Q1 (cold)
973,17,0.23380012810230255,0.3349766135215759,24,23,False,0,0,1,0.0,0.0,0.23540891336663824,Warm (11-30),Q3
973,5,0.28905683755874634,0.30935466289520264,24,60,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Warm (11-30),Q4 (popular)
973,52,0.17416036128997803,0.3294352889060974,24,3,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
974,3,0.1093830019235611,0.2800898253917694,8,33,True,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Cold (≤10),Q4 (popular)
975,0,0.4251099228858948,0.4058476686477661,13,11,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q2
976,0,0.34592732787132263,0.33860504627227783,12,8,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q2
977,1,0.2767627239227295,0.308437705039978,3,6,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q2
978,0,0.38988131284713745,0.33244413137435913,3,282,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q4 (popular)
979,10,0.1600247621536255,0.3949660062789917,10,48,True,0,0,1,0.0,0.0,0.27894294565112987,Cold (≤10),Q4 (popular)
980,65,-0.07324238866567612,0.30848798155784607,6,56,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
981,5,0.28316202759742737,0.354026198387146,15,4,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Warm (11-30),Q1 (cold)
982,82,-0.030687278136610985,0.26438966393470764,5,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
983,37,0.04160304367542267,0.30487915873527527,3,28,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
984,96,-0.1922473907470703,0.3475736975669861,4,48,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
985,1,0.2720385789871216,0.34178557991981506,3,88,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q4 (popular)
986,9,-0.04765268787741661,0.0603119432926178,3,4,True,0,1,1,0.0,0.2890648263178879,0.2890648263178879,Cold (≤10),Q1 (cold)
987,10,0.12200623005628586,0.3278537392616272,10,48,True,0,0,1,0.0,0.0,0.27894294565112987,Cold (≤10),Q4 (popular)
988,34,0.02505655027925968,0.43312597274780273,4,34,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
989,11,0.005770333111286163,0.24600514769554138,3,85,True,0,0,1,0.0,0.0,0.27023815442731974,Cold (≤10),Q4 (popular)
990,3,0.274661123752594,0.31700342893600464,13,4,False,1,1,1,0.43067655807339306,0.43067655807339306,0.43067655807339306,Warm (11-30),Q1 (cold)
991,68,-0.08148873597383499,0.316328763961792,4,154,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
992,51,-0.10545345395803452,0.1995614618062973,7,6,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
993,30,-0.06222940981388092,0.1275382936000824,3,50,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
994,0,0.0895548164844513,0.07420966774225235,9,12,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q2
995,54,0.15198084712028503,0.40512967109680176,15,4,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
996,1,0.3057119846343994,0.32774126529693604,57,12,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Active (31-100),Q2
996,47,0.17340567708015442,0.29639196395874023,57,20,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
996,2,0.29077112674713135,0.3666853904724121,57,3,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q1 (cold)
996,70,0.09791575372219086,0.32390862703323364,57,13,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
996,60,0.1328410804271698,0.37081652879714966,57,11,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
996,17,0.22538261115550995,0.363415002822876,57,42,False,0,0,1,0.0,0.0,0.23540891336663824,Active (31-100),Q4 (popular)
996,71,0.1249050498008728,0.3704345226287842,57,6,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q2
997,9,0.09515801072120667,0.2539915442466736,4,8,True,0,1,1,0.0,0.2890648263178879,0.2890648263178879,Cold (≤10),Q2
998,5,0.2995119094848633,0.3792746067047119,21,43,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Warm (11-30),Q4 (popular)
998,0,0.4128434360027313,0.3887421488761902,21,7,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q2
999,0,0.4186078608036041,0.21784107387065887,4,8,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q2
1000,66,-0.06544025242328644,0.19957658648490906,7,17,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
1001,5,0.16391758620738983,0.2533046305179596,3,132,True,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Cold (≤10),Q4 (popular)
1002,13,0.2551288604736328,0.434841126203537,13,8,False,0,0,1,0.0,0.0,0.2559580248098155,Warm (11-30),Q2
1003,1,0.23979783058166504,0.34623533487319946,10,19,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q3
1004,0,0.40346747636795044,0.3779140114784241,38,10,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q2
1004,0,0.44956672191619873,0.35327959060668945,38,15,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
1004,0,0.4715099334716797,0.40873074531555176,38,28,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
1004,91,0.06272538006305695,0.4850814938545227,38,3,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
1005,8,0.022822845727205276,0.15292853116989136,7,14,True,0,1,1,0.0,0.3010299956639812,0.3010299956639812,Cold (≤10),Q3
1006,0,0.23356232047080994,0.2059667408466339,9,51,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q4 (popular)
1007,76,0.12413953244686127,0.3871181011199951,20,3,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
1007,45,0.1997995525598526,0.3863171935081482,20,5,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
1008,9,0.29303425550460815,0.3677854537963867,18,13,False,0,1,1,0.0,0.2890648263178879,0.2890648263178879,Warm (11-30),Q3
1008,28,0.24384281039237976,0.3937109112739563,18,7,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q2
1009,60,-0.12124132364988327,0.21613968908786774,5,242,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
1010,27,0.016515295952558517,0.14275288581848145,8,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
1011,0,0.3508547842502594,0.33810660243034363,27,43,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q4 (popular)
1011,0,0.4441908895969391,0.3646082878112793,27,17,False,1,1,1,1.0,1.0,1.0,Warm (11-30),Q3
1011,21,0.2668749690055847,0.3468501567840576,27,13,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
1012,1,0.2814057171344757,0.3030977249145508,3,12,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q2
1013,1,0.18619075417518616,0.19434836506843567,5,37,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q4 (popular)
1014,79,-0.17178702354431152,0.2776244580745697,4,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
1015,23,0.016204874962568283,0.11435164511203766,4,72,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
1016,1,0.33387327194213867,0.35070112347602844,4,282,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q4 (popular)
1017,17,0.22075703740119934,0.560850977897644,17,5,False,0,0,1,0.0,0.0,0.23540891336663824,Warm (11-30),Q1 (cold)
1018,99,-0.004571053199470043,0.3836210370063782,20,3,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
1018,53,0.16793814301490784,0.4068824052810669,20,22,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q3
1019,27,0.05282188951969147,0.19891111552715302,3,41,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
1020,71,-0.052088093012571335,0.23894274234771729,8,6,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
1021,61,-0.0798499584197998,0.21252676844596863,6,18,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
1022,13,0.07114587724208832,0.21993505954742432,3,5,True,0,0,1,0.0,0.0,0.2559580248098155,Cold (≤10),Q1 (cold)
1023,0,0.3802413046360016,0.2796788215637207,7,11,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q2
1024,0,0.5169007182121277,0.470742404460907,7,27,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q3
1025,20,0.12645992636680603,0.31751176714897156,7,15,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
1026,0,0.5749223828315735,0.1927729845046997,3,85,True,1,1,1,1.0,1.0,1.0,Cold (≤10),Q4 (popular)
1027,27,0.0038992655463516712,0.15317924320697784,6,13,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q3
1028,50,-0.03990081697702408,0.18702135980129242,8,5,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
1029,58,-0.0060316165909171104,0.31742286682128906,6,6,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
1030,1,0.303313285112381,0.41621825098991394,10,26,True,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Cold (≤10),Q3
1031,0,0.4187179207801819,0.38685792684555054,65,7,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q2
1031,4,0.34096211194992065,0.3966257870197296,65,117,False,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Active (31-100),Q4 (popular)
1031,7,0.2990038990974426,0.3906518220901489,65,8,False,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Active (31-100),Q2
1031,14,0.30094486474990845,0.44224706292152405,65,67,False,0,0,1,0.0,0.0,0.25,Active (31-100),Q4 (popular)
1031,20,0.2553062438964844,0.3865414559841156,65,14,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
1031,2,0.3654700815677643,0.4080294668674469,65,6,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q2
1031,17,0.2712831199169159,0.4000711739063263,65,5,False,0,0,1,0.0,0.0,0.23540891336663824,Active (31-100),Q1 (cold)
1032,5,0.2558099627494812,0.3250155746936798,24,7,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Warm (11-30),Q2
1032,1,0.351229190826416,0.3587295711040497,24,13,False,1,1,1,0.6309297535714575,0.6309297535714575,0.6309297535714575,Warm (11-30),Q3
1033,17,0.21009355783462524,0.36731454730033875,12,3,False,0,0,1,0.0,0.0,0.23540891336663824,Warm (11-30),Q1 (cold)
1034,35,0.23273427784442902,0.3716057538986206,46,19,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q3
1034,14,0.3003717064857483,0.4364814758300781,46,60,False,0,0,1,0.0,0.0,0.25,Active (31-100),Q4 (popular)
1034,5,0.3123795986175537,0.47411540150642395,46,17,False,0,1,1,0.0,0.3562071871080222,0.3562071871080222,Active (31-100),Q3
1034,93,0.08088979870080948,0.5132708549499512,46,3,False,0,0,0,0.0,0.0,0.0,Active (31-100),Q1 (cold)
1034,11,0.2998274564743042,0.43474331498146057,46,38,False,0,0,1,0.0,0.0,0.27023815442731974,Active (31-100),Q4 (popular)
1035,42,-0.06593909859657288,0.18045535683631897,3,30,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
1036,39,-0.03076081909239292,0.12533125281333923,4,4,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q1 (cold)
1037,7,0.2967540919780731,0.4025372266769409,38,34,False,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Active (31-100),Q4 (popular)
1037,2,0.48902779817581177,0.524955153465271,38,19,False,1,1,1,0.5,0.5,0.5,Active (31-100),Q3
1037,14,0.2652234435081482,0.41860300302505493,38,85,False,0,0,1,0.0,0.0,0.25,Active (31-100),Q4 (popular)
1037,0,0.44483911991119385,0.43627098202705383,38,21,False,1,1,1,1.0,1.0,1.0,Active (31-100),Q3
1038,7,0.047140251845121384,0.12802280485630035,5,26,True,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Cold (≤10),Q3
1039,16,-0.031851574778556824,0.1856500506401062,6,3,True,0,0,1,0.0,0.0,0.23981246656813146,Cold (≤10),Q1 (cold)
1040,90,-0.1311669647693634,0.2904045283794403,7,10,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
1041,7,0.06432981789112091,0.22809569537639618,5,37,True,0,1,1,0.0,0.31546487678572877,0.31546487678572877,Cold (≤10),Q4 (popular)
1042,28,0.1747615933418274,0.3935946822166443,13,5,False,0,0,0,0.0,0.0,0.0,Warm (11-30),Q1 (cold)
1043,35,0.04531142860651016,0.26370733976364136,3,54,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q4 (popular)
1044,4,0.23189188539981842,0.3086114823818207,10,59,True,1,1,1,0.38685280723454163,0.38685280723454163,0.38685280723454163,Cold (≤10),Q4 (popular)
1045,66,-0.026434486731886864,0.33410751819610596,7,8,True,0,0,0,0.0,0.0,0.0,Cold (≤10),Q2
